design,profile,batch,posterior_prob,Z_1,Z_2,Z_3,Z_4
Adaptive,29,3,0.00101,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,29,4,0.00247,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,29,5,6.1e-4,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,29,6,4e-5,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,29,7,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,29,8,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,29,9,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,29,10,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,0,0.00520833333333333,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,1,8.7e-4,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,2,8e-4,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,3,0.00207,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,4,0.00314,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,5,2.8e-4,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,6,1.3e-4,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,7,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,8,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,9,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,30,10,1e-5,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,0,0.00520833333333333,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,1,0.04464,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,2,0.00369,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,3,0.01356,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,4,0.01424,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,5,0.00458,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,6,0.00126,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,7,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,8,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,9,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,31,10,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,0,0.00520833333333333,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,1,7.3e-4,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,2,3.9e-4,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,3,0.00475,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,4,0.01917,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,5,0.00348,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,6,0.00131,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,7,1e-5,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,8,2e-5,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,9,0,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,32,10,3e-5,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Adaptive,33,0,0.00520833333333333,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,33,1,0,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,33,2,0,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,33,3,1e-5,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,33,4,1e-5,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,33,5,1e-5,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,33,6,0,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,33,7,0,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,33,8,0,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,33,9,0,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,33,10,0,No limits,Allow all,1:1 match,Disclose > $200
Adaptive,34,0,0.00520833333333333,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,34,1,0,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,34,2,0,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,34,3,0,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,34,4,2e-5,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,34,5,1e-5,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,34,6,1e-5,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,34,7,0,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,34,8,0,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,34,9,0,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,34,10,0,"100,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,0,0.00520833333333333,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,1,1e-5,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,2,5e-5,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,3,1.9e-4,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,4,1.5e-4,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,5,2.4e-4,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,6,1e-5,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,7,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,8,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,9,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,35,10,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,0,0.00520833333333333,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,1,0,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,2,0,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,3,2e-5,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,4,1.2e-4,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,5,2.1e-4,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,6,0,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,7,0,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,8,0,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,9,1e-5,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,36,10,0,"$10,000",Allow all,1:1 match,Disclose > $200
Adaptive,37,0,0.00520833333333333,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,37,1,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,37,2,1e-5,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,37,3,1.6e-4,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,37,4,0.00141,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,37,5,1.9e-4,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,37,6,1e-5,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,37,7,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,37,8,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,37,9,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,37,10,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,0,0.00520833333333333,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,1,2e-5,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,2,2e-5,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,3,5.9e-4,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,4,0.0024,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,5,1.5e-4,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,6,2.3e-4,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,7,8e-5,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,8,3e-5,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,9,6e-5,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,38,10,7.9e-4,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,0,0.00520833333333333,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,1,2.5e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,2,3.2e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,3,0.00367,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,4,0.01075,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,5,0.0027,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,6,0.00229,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,7,3.5e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,8,1.2e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,9,2.6e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,39,10,2.4e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,0,0.00520833333333333,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,1,0,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,2,1e-5,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,3,0.00113,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,4,0.01166,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,5,0.00138,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,6,0.00151,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,7,2.1e-4,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,8,2.8e-4,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,9,5e-4,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,40,10,0.00125,"$10,000",Prohibit all,Maintain status quo,Disclose > $200
Adaptive,41,0,0.00520833333333333,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,41,1,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,41,2,2e-5,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,41,3,1.5e-4,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,41,4,0.00115,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,41,5,3e-5,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,41,6,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,41,7,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,41,8,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,41,9,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,41,10,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,0,0.00520833333333333,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,1,3e-5,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,2,5e-5,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,3,6.3e-4,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,4,0.00181,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,5,1e-5,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,6,3e-5,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,7,2e-5,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,8,0,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,9,0,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,42,10,5e-5,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,0,0.00520833333333333,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,1,4e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,2,1.7e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,3,0.00445,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,4,0.0095,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,5,7.3e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,6,5.7e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,7,3e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,8,0,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,9,3e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,43,10,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,0,0.00520833333333333,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,1,1e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,2,1e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,3,0.0013,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,4,0.00956,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,5,3e-4,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,6,4.7e-4,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,7,0,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,8,1e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,9,1e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,44,10,8e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $200
Adaptive,45,0,0.00520833333333333,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,45,1,0,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,45,2,0,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,45,3,0,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,45,4,0,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,45,5,0,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,45,6,0,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,45,7,0,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,45,8,0,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,45,9,0,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,45,10,0,No limits,Allow all,Maintain status quo,Disclose > $200
Adaptive,46,0,0.00520833333333333,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,46,1,0,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,46,2,0,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,46,3,0,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,46,4,0,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,46,5,0,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,46,6,0,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,46,7,0,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,46,8,0,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,46,9,0,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,46,10,0,"100,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,0,0.00520833333333333,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,1,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,2,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,3,1e-5,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,4,5e-5,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,5,1e-5,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,6,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,7,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,8,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,9,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,47,10,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,0,0.00520833333333333,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,1,0,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,2,0,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,3,0,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,4,0,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,5,0,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,6,0,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,7,0,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,8,0,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,9,0,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,48,10,0,"$10,000",Allow all,Maintain status quo,Disclose > $200
Adaptive,49,0,0.00520833333333333,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,49,1,5e-5,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,49,2,2.1e-4,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,49,3,4e-5,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,49,4,1.7e-4,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,49,5,1.1e-4,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,49,6,3e-5,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,49,7,0,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,49,8,0,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,49,9,0,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,49,10,0,No limits,Prohibit all,Prohibit all,Eliminate
Adaptive,50,0,0.00520833333333333,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,50,1,8e-5,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,50,2,2e-4,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,50,3,1.1e-4,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,50,4,3.8e-4,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,50,5,1.9e-4,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,50,6,2.3e-4,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,50,7,3e-5,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,50,8,3e-5,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,50,9,5e-5,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,50,10,2.8e-4,"100,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,0,0.00520833333333333,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,1,0.00954,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,2,0.00224,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,3,0.00152,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,4,0.00202,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,5,0.00305,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,6,0.00304,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,7,3.6e-4,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,8,1.7e-4,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,9,1.7e-4,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,51,10,8e-5,"$1,000,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,0,0.00520833333333333,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,1,7e-5,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,2,1.8e-4,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,3,4.1e-4,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,4,0.00241,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,5,0.00223,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,6,0.00249,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,7,3.4e-4,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,8,2.6e-4,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,9,3.1e-4,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,52,10,3.4e-4,"$10,000",Prohibit all,Prohibit all,Eliminate
Adaptive,53,0,0.00520833333333333,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Eliminate
Adaptive,53,1,7e-5,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Eliminate
Adaptive,53,2,3e-5,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Eliminate
